HG2_600_1 - Time [s],HG2_600_2 - Power [W],HG2_600_3 - Time [s],HG2_600_4 - Energy [Wh],HG2_450_1 - Time [s],HG2_450_2 - Power [W],HG2_450_3 - Time [s],HG2_450_4 - Energy [Wh],Pack_1 - Time [s],Pack_2 - Power [W],Pack_3 - Time [s],Pack_4 - Energy [Wh]
31.82,-85.54472182,31.82,0.31208344,31.82,-90.82131214,31.82,0.331333446,31.82,-48589.40199,31.82,177.2633938
31.83,-87.3759541,31.83,0.312323666,31.83,-92.76549893,31.83,0.331588491,31.83,-49629.54193,31.83,177.3998425
31.84,-89.52553093,31.84,0.312569538,31.84,-95.04766649,31.84,0.331849528,31.84,-50850.50157,31.84,177.5394977
31.85,-90.84633661,31.85,0.312820236,31.85,-96.44994242,31.85,0.332115689,31.85,-51600.71919,31.85,177.6818938
31.86,-92.01959351,31.86,0.31307429,31.86,-97.69556843,31.86,0.332385414,31.86,-52267.12911,31.86,177.8261965
31.87,-93.52237663,31.87,0.313331889,31.87,-99.29104659,31.87,0.332658903,31.87,-53120.70993,31.87,177.972513
31.88,-96.05072888,31.88,0.313595131,31.88,-101.9753533,31.88,0.332938382,31.88,-54556.814,31.88,178.1220346
31.89,-99.06914809,31.89,0.313866434,31.89,-105.1799554,31.89,0.33322642,31.89,-56271.27611,31.89,178.2761346
31.9,-101.116363,31.9,0.314144971,31.9,-107.3534471,31.9,0.333522138,31.9,-57434.0942,31.9,178.4343436
31.91,-101.6842092,31.91,0.314426979,31.91,-107.9563193,31.91,0.333821541,31.91,-57756.63084,31.91,178.5945243
31.92,-100.9776529,31.92,0.314708761,31.92,-107.206181,31.92,0.334120704,31.92,-57355.30685,31.92,178.7545764
31.93,-98.84267139,31.93,0.314986415,31.93,-104.9395091,31.93,0.334415483,31.93,-56142.63735,31.93,178.9122835
31.94,-95.71355287,31.94,0.315256597,31.94,-101.6173795,31.94,0.334702331,31.94,-54365.29803,31.94,179.065747
31.95,-91.70407295,31.95,0.315516813,31.95,-97.36058587,31.95,0.334978598,31.95,-52087.91344,31.95,179.21355
31.96,-87.58911639,31.96,0.315765452,31.96,-92.99180955,31.96,0.335242574,31.96,-49750.61811,31.96,179.3547769
31.97,-84.25555677,31.97,0.31600355,31.97,-89.4526285,31.97,0.335495358,31.97,-47857.15625,31.97,179.4900166
31.98,-82.81655449,31.98,0.316235065,31.98,-87.92486532,31.98,0.335741153,31.98,-47039.80295,31.98,179.6215169
31.99,-83.02522482,31.99,0.31646508,31.99,-88.14640691,31.99,0.335985356,31.99,-47158.3277,31.99,179.7521655
32,-84.50381765,32,0.316697602,32,-89.71620267,32,0.336232221,32,-47998.16843,32,179.884238
32.01,-87.00914635,32.01,0.316935775,32.01,-92.37606566,32.01,0.336485084,32.01,-49421.19513,32.01,180.0195202
32.02,-90.31786748,32.02,0.317182155,32.02,-95.88887613,32.02,0.336746661,32.02,-51300.54873,32.02,180.1594638
32.03,-93.64944146,32.03,0.317437968,32.03,-99.42594906,32.03,0.337018254,32.03,-53192.88275,32.03,180.3047656
32.04,-96.42843075,32.04,0.317702341,32.04,-102.3763527,32.04,0.337298934,32.04,-54771.34867,32.04,180.4549298
32.05,-98.32764359,32.05,0.317973162,32.05,-104.3927132,32.05,0.33758646,32.05,-55850.10156,32.05,180.608756
32.06,-99.49848691,32.06,0.318248147,32.06,-105.6357768,32.06,0.337878407,32.06,-56515.14056,32.06,180.7649476
32.07,-99.9913586,32.07,0.318525484,32.07,-106.1590499,32.07,0.33817285,32.07,-56795.09169,32.07,180.9224748
32.08,-99.73860868,32.08,0.318802917,32.08,-105.8907098,32.08,0.338467396,32.08,-56651.52973,32.08,181.080057
32.09,-99.68337627,32.09,0.319079755,32.09,-105.8320705,32.09,0.33876131,32.09,-56620.15772,32.09,181.2373006
32.1,-100.8268556,32.1,0.319357994,32.1,-107.0460822,32.1,0.339056711,32.1,-57269.65396,32.1,181.3953404
32.11,-103.2365265,32.11,0.319641323,32.11,-109.604387,32.11,0.339357516,32.11,-58638.34707,32.11,181.5562713
32.12,-105.2178557,32.12,0.31993182,32.12,-111.7079291,32.12,0.339665932,32.12,-59763.74206,32.12,181.7212736
32.13,-104.1336137,32.13,0.320223022,32.13,-110.5568086,32.13,0.339975097,32.13,-59147.89261,32.13,181.8866767
32.14,-101.6475119,32.14,0.320508597,32.14,-107.9173584,32.14,0.340278286,32.14,-57735.78676,32.14,182.0488829
32.15,-100.7583406,32.15,0.320789213,32.15,-106.973341,32.15,0.340576211,32.15,-57230.73745,32.15,182.2082731
32.16,-101.5805619,32.16,0.321069946,32.16,-107.8462788,32.16,0.34087426,32.16,-57697.75914,32.16,182.3677292
32.17,-101.2449056,32.17,0.321352198,32.17,-107.4899184,32.17,0.341173922,32.17,-57507.10636,32.17,182.5280484
32.18,-99.04166726,32.18,0.321630583,32.18,-105.1507794,32.18,0.341469479,32.18,-56255.667,32.18,182.6861711
32.19,-96.15422147,32.19,0.321901436,32.19,-102.0852295,32.19,0.341757038,32.19,-54615.59779,32.19,182.8400154
32.2,-93.4317301,32.2,0.322164489,32.2,-99.19480878,32.2,0.342036317,32.2,-53069.2227,32.2,182.9894297
32.21,-91.37326736,32.21,0.322420738,32.21,-97.00937544,32.21,0.342308372,32.21,-51900.01586,32.21,183.134979
32.22,-90.6181597,32.22,0.322673157,32.22,-96.20769104,32.22,0.342576361,32.22,-51471.11471,32.22,183.2783531
32.23,-91.1348953,32.23,0.322925329,32.23,-96.75630006,32.23,0.342844088,32.23,-51764.62053,32.23,183.4215869
32.24,-92.96333102,32.24,0.323180867,32.24,-98.69751779,32.24,0.343115388,32.24,-52803.17202,32.24,183.5667326
32.25,-95.86906542,32.25,0.323443117,32.25,-101.7824844,32.25,0.343393814,32.25,-54453.62916,32.25,183.7156905
32.26,-99.08398902,32.26,0.323714392,32.26,-105.1957117,32.26,0.343681822,32.26,-56279.70576,32.26,183.8697747
32.27,-99.9087957,32.27,0.323991405,32.27,-106.0713943,32.27,0.343975922,32.27,-56748.19596,32.27,184.027118
32.28,-98.49795469,32.28,0.324267342,32.28,-104.5735295,32.28,0.344268879,32.28,-55946.83826,32.28,184.1838502
32.29,-96.02502566,32.29,0.324537393,32.29,-101.9480646,32.29,0.344555587,32.29,-54542.21457,32.29,184.3372392
32.3,-93.98913526,32.3,0.3248009,32.3,-99.78659594,32.3,0.344835348,32.3,-53385.82883,32.3,184.4869114
32.31,-93.45136257,32.31,0.325060801,32.31,-99.21565222,32.31,0.34511128,32.31,-53080.37394,32.31,184.6345347
32.32,-94.48532883,32.32,0.325321572,32.32,-100.3133958,32.32,0.345388136,32.32,-53667.66678,32.32,184.7826529
32.33,-96.76022416,32.33,0.325587099,32.33,-102.7286118,32.33,0.345670042,32.33,-54959.80733,32.33,184.9334724
32.34,-100.0061008,32.34,0.32586041,32.34,-106.1747014,32.34,0.345960211,32.34,-56803.46527,32.34,185.0887128
32.35,-104.1159035,32.35,0.326143985,32.35,-110.5380059,32.35,0.346261278,32.35,-59137.83318,32.35,185.2497836
32.36,-108.9519101,32.36,0.326440117,32.36,-115.6723083,32.36,0.346575676,32.36,-61884.68495,32.36,185.4179865
32.37,-113.6077303,32.37,0.326750031,32.37,-120.6153099,32.37,0.346904706,32.37,-64529.19081,32.37,185.5940175
32.38,-115.1112411,32.38,0.327068538,32.38,-122.2115606,32.38,0.347242859,32.38,-65383.18492,32.38,185.7749296
32.39,-113.2034572,32.39,0.327386468,32.39,-120.1861004,32.39,0.347580399,32.39,-64299.56369,32.39,185.9555137
32.4,-109.0568797,32.4,0.32769497,32.4,-115.7837526,32.4,0.34790793,32.4,-61944.30764,32.4,186.1307427
32.41,-105.437376,32.41,0.327992256,32.41,-111.9409898,32.41,0.348223554,32.41,-59888.42955,32.41,186.2996014
32.42,-103.6692396,32.42,0.32828209,32.42,-110.0637909,32.42,0.348531266,32.42,-58884.12811,32.42,186.464227
32.43,-103.5123,32.43,0.328569697,32.43,-109.8971708,32.43,0.348836613,32.43,-58794.98638,32.43,186.6275878
32.44,-103.9407825,32.44,0.328857595,32.44,-110.3520831,32.44,0.349142269,32.44,-59038.36447,32.44,186.7911139
32.45,-105.6870135,32.45,0.329148558,32.45,-112.2060256,32.45,0.349451179,32.45,-60030.22368,32.45,186.9563808
32.46,-108.5993611,32.46,0.329446145,32.46,-115.2980133,32.46,0.349767122,32.46,-61684.43711,32.46,187.1254102
32.47,-112.4162009,32.47,0.329753192,32.47,-119.3502843,32.47,0.350093108,32.47,-63852.40209,32.47,187.299813
32.48,-116.4889598,32.48,0.330071524,32.48,-123.6742601,32.48,0.350431076,32.48,-66165.72914,32.48,187.4806259
32.49,-119.6516666,32.49,0.330399991,32.49,-127.0320497,32.49,0.350779804,32.49,-67962.14661,32.49,187.6671949
32.5,-121.3898016,32.5,0.330735203,32.5,-128.8773969,32.5,0.351135692,32.5,-68949.40733,32.5,187.8575954
32.51,-122.146469,32.51,0.331073648,32.51,-129.6807372,32.51,0.351495014,32.51,-69379.1944,32.51,188.0498323
32.52,-122.5555818,32.52,0.331413562,32.52,-130.115085,32.52,0.351855894,32.52,-69611.57049,32.52,188.2429031
32.53,-123.0308405,32.53,0.331754641,32.53,-130.6196587,32.53,0.352218011,32.53,-69881.51738,32.53,188.436636
32.54,-123.734526,32.54,0.332097356,32.54,-131.3667491,32.54,0.352581866,32.54,-70281.21078,32.54,188.6312984
32.55,-124.8635357,32.55,0.332442588,32.55,-132.5653987,32.55,0.352948393,32.55,-70922.4883,32.55,188.8273902
32.56,-126.7648081,32.56,0.33279196,32.56,-134.5839458,32.56,0.353319314,32.56,-72002.41099,32.56,189.0258333
32.57,-128.8445369,32.57,0.333147258,32.57,-136.7919569,32.57,0.353696528,32.57,-73183.69694,32.57,189.2276427
32.58,-129.5196562,32.58,0.333506637,32.58,-137.5087192,32.58,0.354078075,32.58,-73567.16475,32.58,189.4317699
32.59,-129.0859203,32.59,0.33386582,32.59,-137.0482295,32.59,0.354459413,32.59,-73320.80276,32.59,189.635786
32.6,-129.2514931,32.6,0.33422434,32.6,-137.2240151,32.6,0.354840047,32.6,-73414.84806,32.6,189.8394254
32.61,-130.747933,32.61,0.334585249,32.61,-138.8127587,32.61,0.355223217,32.61,-74264.82592,32.61,190.0444214
32.62,-133.405335,32.62,0.334952085,32.62,-141.6340752,32.62,0.355612681,32.62,-75774.23026,32.62,190.2527841
32.63,-136.8343857,32.63,0.335327546,32.63,-145.2746375,32.63,0.356011301,32.63,-77721.93106,32.63,190.4660459
32.64,-140.5196728,32.64,0.33571299,32.64,-149.1872414,32.64,0.35642052,32.64,-79815.17413,32.64,190.6849781
32.65,-140.8434691,32.65,0.336104202,32.65,-149.5310102,32.65,0.356835863,32.65,-79999.09044,32.65,190.9071867
32.66,-140.8438391,32.66,0.336495434,32.66,-149.531403,32.66,0.357251228,32.66,-79999.30061,32.66,191.1294067
32.67,-140.8439789,32.67,0.336886667,32.67,-149.5315514,32.67,0.357666593,32.67,-79999.38,32.67,191.3516271
32.68,-140.844004,32.68,0.337277901,32.68,-149.5315781,32.68,0.358081958,32.68,-79999.39426,32.68,191.5738476
32.69,-140.8441364,32.69,0.337669134,32.69,-149.5317186,32.69,0.358497324,32.69,-79999.46946,32.69,191.7960683
32.7,-140.8441948,32.7,0.338060368,32.7,-149.5317807,32.7,0.35891269,32.7,-79999.50267,32.7,192.0182891
32.71,-140.844308,32.71,0.338451602,32.71,-149.5319008,32.71,0.359328056,32.71,-79999.56695,32.71,192.2405101
32.72,-140.844164,32.72,0.338842836,32.72,-149.5317479,32.72,0.359743422,32.72,-79999.48515,32.72,192.4627309
32.73,-140.8442121,32.73,0.33923407,32.73,-149.531799,32.73,0.360158788,32.73,-79999.51246,32.73,192.6849517
32.74,-140.8443402,32.74,0.339625304,32.74,-149.5319351,32.74,0.360574155,32.74,-79999.58526,32.74,192.9071727
32.75,-140.8443613,32.75,0.340016538,32.75,-149.5319574,32.75,0.360989521,32.75,-79999.59724,32.75,193.1293938
32.76,-140.8443475,32.76,0.340407773,32.76,-149.5319428,32.76,0.361404888,32.76,-79999.58939,32.76,193.3516149
32.77,-140.0025447,32.77,0.340798648,32.77,-148.6382157,32.77,0.361819873,32.77,-79521.44539,32.77,193.5736321
32.78,-136.3804696,32.78,0.341182363,32.78,-144.7927229,32.78,0.362227256,32.78,-77464.10674,32.78,193.7915821
32.79,-132.7075193,32.79,0.341555768,32.79,-140.8932167,32.79,0.362623694,32.79,-75377.87096,32.79,194.0036765
32.8,-129.6872646,32.8,0.341919832,32.8,-137.686666,32.8,0.363010214,32.8,-73662.3663,32.8,194.2104645
32.81,-127.1054471,32.81,0.342276249,32.81,-134.9455962,32.81,0.363388616,32.81,-72195.89395,32.81,194.4129097
32.82,-124.7045927,32.82,0.342625823,32.82,-132.3966517,32.82,0.363759753,32.82,-70832.20864,32.82,194.6114676
32.83,-122.1815604,32.83,0.342968584,32.83,-129.7179931,32.83,0.364123656,32.83,-69399.12629,32.83,194.8061559
32.84,-119.5355667,32.84,0.343304124,32.84,-126.9087886,32.84,0.364479893,32.84,-67896.20187,32.84,194.9967427
32.85,-116.8708289,32.85,0.343632335,32.85,-124.0796837,32.85,0.364828348,32.85,-66382.63079,32.85,195.183166
32.86,-114.1392856,32.86,0.343952911,32.86,-121.1796528,32.86,0.365168698,32.86,-64831.11424,32.86,195.3652536
32.87,-112.0256176,32.87,0.344266663,32.87,-118.9356089,32.87,0.365501803,32.87,-63630.55078,32.87,195.5434646
32.88,-110.5037737,32.88,0.344575594,32.88,-117.3198943,32.88,0.365829789,32.88,-62766.14346,32.88,195.7189373
32.89,-108.7397966,32.89,0.344880129,32.89,-115.4471111,32.89,0.366153109,32.89,-61764.20445,32.89,195.8919135
32.9,-106.634198,32.9,0.34517912,32.9,-113.2116345,32.9,0.366470542,32.9,-60568.22445,32.9,196.0617402
32.91,-105.0307185,32.91,0.345472743,32.91,-111.5092488,32.91,0.366782276,32.91,-59657.44809,32.91,196.2285178
32.92,-103.6001812,32.92,0.345762516,32.92,-109.9904728,32.92,0.367089924,32.92,-58844.90293,32.92,196.3931091
32.93,-101.0478597,32.93,0.346046839,32.93,-107.2807184,32.93,0.367391785,32.93,-57395.18434,32.93,196.5546047
32.94,-98.2191233,32.94,0.346323318,32.94,-104.2774991,32.94,0.367685317,32.94,-55788.46203,32.94,196.7116445
32.95,-96.20511955,32.95,0.34659304,32.95,-102.1392671,32.95,0.367971676,32.95,-54644.5079,32.95,196.8648465
32.96,-94.53903462,32.96,0.346857857,32.96,-100.3704143,32.96,0.368252828,32.96,-53698.17167,32.96,197.0152627
32.97,-92.64541389,32.97,0.347117738,32.97,-98.35999083,32.97,0.368528739,32.97,-52622.59509,32.97,197.1628752
32.98,-90.79228658,32.98,0.34737231,32.98,-96.39255847,32.98,0.368799014,32.98,-51570.01878,32.98,197.3074723
32.99,-89.16773214,32.99,0.34762214,32.99,-94.66779786,32.99,0.369064254,32.99,-50647.27185,32.99,197.4493757
33,-87.29560128,33,0.347867238,33,-92.68018977,33,0.369324469,33,-49583.90153,33,197.588591
33.01,-85.16892013,33.01,0.3481066,33.01,-90.42233015,33.01,0.369578596,33.01,-48375.94663,33.01,197.7245489
33.02,-83.40705979,33.02,0.348340476,33.02,-88.55179432,33.02,0.369826898,33.02,-47375.20996,33.02,197.8573903
33.03,-81.87642361,33.03,0.348569942,33.03,-86.92674506,33.03,0.370070518,33.03,-46505.80861,33.03,197.9877271
33.04,-80.06472815,33.04,0.348794812,33.04,-85.00330017,33.04,0.370309259,33.04,-45476.76559,33.04,198.1154535
33.05,-78.18168144,33.05,0.349014433,33.05,-83.00410291,33.05,0.370542426,33.05,-44407.19506,33.05,198.2401977
33.06,-76.66004021,33.06,0.349229336,33.06,-81.38860344,33.06,0.370770585,33.06,-43542.90284,33.06,198.3622629
33.07,-75.0948904,33.07,0.349440074,33.07,-79.72691167,33.07,0.370994321,33.07,-42653.89775,33.07,198.4819619
33.08,-73.18057891,33.08,0.349645907,33.08,-77.69452116,33.08,0.371212851,33.08,-41566.56882,33.08,198.5988754
33.09,-71.33914866,33.09,0.349846455,33.09,-75.73950736,33.09,0.371425769,33.09,-40520.63644,33.09,198.7127866
33.1,-69.74556773,33.1,0.350042234,33.1,-74.04763078,33.1,0.371633624,33.1,-39615.48247,33.1,198.823989
33.11,-68.48596313,33.11,0.35023403,33.11,-72.71033095,33.11,0.371837251,33.11,-38900.02706,33.11,198.9329293
33.12,-67.36472169,33.12,0.35042265,33.12,-71.51992882,33.12,0.372037505,33.12,-38263.16192,33.12,199.0400654
33.13,-66.16304968,33.13,0.350608047,33.13,-70.24413499,33.13,0.372234338,33.13,-37580.61222,33.13,199.1453707
33.14,-64.78824782,33.14,0.35078987,33.14,-68.78453226,33.14,0.372427376,33.14,-36799.72476,33.14,199.2486461
33.15,-63.21954824,33.15,0.350967566,33.15,-67.11907177,33.15,0.372616032,33.15,-35908.7034,33.15,199.3495773
33.16,-61.70039555,33.16,0.351140953,33.16,-65.50621434,33.16,0.372800115,33.16,-35045.82467,33.16,199.4480614
33.17,-60.22509448,33.17,0.351310128,33.17,-63.93991339,33.17,0.372979725,33.17,-34207.85366,33.17,199.5441527
33.18,-59.19386608,33.18,0.351475755,33.18,-62.84507651,33.18,0.373155568,33.18,-33622.11593,33.18,199.638229
33.19,-58.5826664,33.19,0.351639283,33.19,-62.19617666,33.19,0.373329183,33.19,-33274.95452,33.19,199.731113
33.2,-57.81833509,33.2,0.351800958,33.2,-61.38469968,33.2,0.37350083,33.2,-32840.81433,33.2,199.8229441
33.21,-56.82070584,33.21,0.351960148,33.21,-60.32553442,33.21,0.37366984,33.21,-32274.16092,33.21,199.9133642
33.22,-55.57956368,33.22,0.352116236,33.22,-59.00783583,33.22,0.373835555,33.22,-31569.19217,33.22,200.0020219
33.23,-54.33652552,33.23,0.352268772,33.23,-57.68812429,33.23,0.3739975,33.23,-30863.1465,33.23,200.0886625
33.24,-53.32122341,33.24,0.35241818,33.24,-56.61019607,33.24,0.374156124,33.24,-30286.4549,33.24,200.1735262
33.25,-52.45405622,33.25,0.352564996,33.25,-55.68954006,33.25,0.374311996,33.25,-29793.90393,33.25,200.2569179
33.26,-51.69513371,33.26,0.352709601,33.26,-54.88380551,33.26,0.37446552,33.26,-29362.83595,33.26,200.3390533
33.27,-50.81271802,33.27,0.352851967,33.27,-53.94696044,33.27,0.374616668,33.27,-28861.62383,33.27,200.4199172
33.28,-49.80322309,33.28,0.352991634,33.28,-52.8751976,33.28,0.37476495,33.28,-28288.23071,33.28,200.4992483
33.29,-48.92803361,33.29,0.35312865,33.29,-51.94602447,33.29,0.374910417,33.29,-27791.12309,33.29,200.5770733
33.3,-48.14517591,33.3,0.353263425,33.3,-51.11487835,33.3,0.375053506,33.3,-27346.45992,33.3,200.6536255
33.31,-47.3019956,33.31,0.353395947,33.31,-50.21968879,33.31,0.375194202,33.31,-26867.5335,33.31,200.7288979
33.32,-46.43305111,33.32,0.35352607,33.32,-49.29714585,33.32,0.375332351,33.32,-26373.97303,33.32,200.8028077
33.33,-45.51959379,33.33,0.35365371,33.33,-48.32734444,33.33,0.375467864,33.33,-25855.12927,33.33,200.8753074
33.34,-44.76071669,33.34,0.353778973,33.34,-47.52165809,33.34,0.375600853,33.34,-25424.08708,33.34,200.9464565
33.35,-44.31257017,33.35,0.353902645,33.35,-47.04586889,33.35,0.375732154,33.35,-25169.53985,33.35,201.0167023
33.36,-43.64984514,33.36,0.354024892,33.36,-46.34226549,33.36,0.375861942,33.36,-24793.11204,33.36,201.0861388
33.37,-42.66508142,33.37,0.354144704,33.37,-45.29675934,33.37,0.375989144,33.37,-24233.76625,33.37,201.154192
33.38,-41.90196986,33.38,0.354262016,33.38,-44.48657735,33.38,0.376113691,33.38,-23800.31888,33.38,201.2208249
33.39,-41.41222879,33.39,0.354377662,33.39,-43.96662795,33.39,0.376236471,33.39,-23522.14595,33.39,201.286512
33.4,-41.08494815,33.4,0.35449219,33.4,-43.6191599,33.4,0.376358063,33.4,-23336.25055,33.4,201.3515637
33.41,-40.60253992,33.41,0.354605688,33.41,-43.10699565,33.41,0.376478563,33.41,-23062.24267,33.41,201.4160311
33.42,-39.68051145,33.42,0.354717192,33.42,-42.1280944,33.42,0.376596944,33.42,-22538.53051,33.42,201.4793649
33.43,-38.75377342,33.43,0.354826007,33.43,-41.14419309,33.43,0.376712471,33.43,-22012.1433,33.43,201.5411721
33.44,-38.12051287,33.44,0.354932697,33.44,-40.47187161,33.44,0.376825742,33.44,-21652.45131,33.44,201.6017719
33.45,-37.41159898,33.45,0.355037651,33.45,-39.71923032,33.45,0.37693717,33.45,-21249.78822,33.45,201.661386
33.46,-36.44502901,33.46,0.35514015,33.46,-38.69304015,33.46,0.377045991,33.46,-20700.77648,33.46,201.7196053
33.47,-35.89929557,33.47,0.355240423,33.47,-38.11364464,33.47,0.377152449,33.47,-20390.79988,33.47,201.7765603
33.48,-35.67716663,33.48,0.35533982,33.48,-37.87781429,33.48,0.377257977,33.48,-20264.63064,33.48,201.8330175
33.49,-35.2699326,33.49,0.355438401,33.49,-37.44546116,33.49,0.377362639,33.49,-20033.32172,33.49,201.889012
33.5,-34.60868005,33.5,0.355535452,33.5,-36.74342107,33.5,0.377465676,33.5,-19657.73027,33.5,201.9441366
33.51,-33.89775583,33.51,0.355630555,33.51,-35.98864544,33.51,0.377566645,33.51,-19253.92531,33.51,201.9981553
33.52,-33.11822976,33.52,0.355723608,33.52,-35.16103645,33.52,0.377665438,33.52,-18811.1545,33.52,202.0510094
33.53,-32.19524497,33.53,0.35581426,33.53,-34.1811199,33.53,0.377761682,33.53,-18286.89915,33.53,202.1024997
33.54,-31.3322722,33.54,0.355902423,33.54,-33.26491703,33.54,0.377855283,33.54,-17796.73061,33.54,202.1525763
33.55,-30.5783533,33.55,0.355988303,33.55,-32.46449472,33.55,0.37794646,33.55,-17368.50467,33.55,202.2013563
33.56,-30.15425058,33.56,0.356072524,33.56,-32.01423239,33.56,0.378035875,33.56,-17127.61433,33.56,202.2491934
33.57,-29.94627113,33.57,0.356155985,33.57,-31.7934243,33.57,0.378124485,33.57,-17009.482,33.57,202.2965994
33.58,-29.54874483,33.58,0.356238666,33.58,-31.37137769,33.58,0.378212266,33.58,-16783.68707,33.58,202.3435625
33.59,-28.93482488,33.59,0.356319878,33.59,-30.71958978,33.59,0.378298487,33.59,-16434.98053,33.59,202.3896906
33.6,-28.47421762,33.6,0.356399537,33.6,-30.23057123,33.6,0.37838306,33.6,-16173.35561,33.6,202.4349371
33.61,-27.86788407,33.61,0.356477836,33.61,-29.58683767,33.61,0.378466188,33.61,-15828.95815,33.61,202.4794108
33.62,-26.80514184,33.62,0.35655378,33.62,-28.45854311,33.62,0.378546817,33.62,-15225.32056,33.62,202.5225468
33.63,-25.51699325,33.63,0.356626398,33.63,-27.09093863,33.63,0.378623914,33.63,-14493.65217,33.63,202.563794
33.64,-24.19697128,33.64,0.356695306,33.64,-25.68949475,33.64,0.378697073,33.64,-13743.87969,33.64,202.6029338
33.65,-23.24166088,33.65,0.356761001,33.65,-24.67525865,33.65,0.37876682,33.65,-13201.26338,33.65,202.6402488
33.66,-22.66579219,33.66,0.356824691,33.66,-24.06386909,33.66,0.378834438,33.66,-12874.16997,33.66,202.6764245
33.67,-21.98566567,33.67,0.356886737,33.67,-23.34179084,33.67,0.378900312,33.67,-12487.8581,33.67,202.7116667
33.68,-21.10691451,33.68,0.356946537,33.68,-22.40883634,33.68,0.3789638,33.68,-11988.72744,33.68,202.7456332
33.69,-20.48058977,33.69,0.357004147,33.69,-21.74387848,33.69,0.379024963,33.69,-11632.97499,33.69,202.7783552
33.7,-19.84862352,33.7,0.357060193,33.7,-21.07293114,33.7,0.379084466,33.7,-11274.01816,33.7,202.8101894
33.71,-18.55617901,33.71,0.35711358,33.71,-19.70076575,33.71,0.379141147,33.71,-10539.90968,33.71,202.8405135
33.72,-17.13092232,33.72,0.357163008,33.72,-18.18759603,33.72,0.379193623,33.72,-9730.363878,33.72,202.8685883
33.73,-15.98343756,33.73,0.357208845,33.73,-16.96933184,33.73,0.379242288,33.73,-9078.592537,33.73,202.8946238
33.74,-15.11475771,33.74,0.357251922,33.74,-16.04706986,33.74,0.379288022,33.74,-8585.182378,33.74,202.9190917
33.75,-14.4181992,33.75,0.357292876,33.75,-15.30754607,33.75,0.379331502,33.75,-8189.537146,33.75,202.9423536
33.76,-13.68411329,33.76,0.357331899,33.76,-14.52818009,33.76,0.379372932,33.76,-7772.576346,33.76,202.9645189
33.77,-12.77780631,33.77,0.357368613,33.77,-13.56597006,33.77,0.37941191,33.77,-7257.793982,33.77,202.9853721
33.78,-11.93409708,33.78,0.357402798,33.78,-12.67021896,33.78,0.379448204,33.78,-6778.567144,33.78,203.0047891
33.79,-11.18423078,33.79,0.357434893,33.79,-11.87409922,33.79,0.379482279,33.79,-6352.643081,33.79,203.0230191
33.8,-10.09936617,33.8,0.357464482,33.8,-10.72231773,33.8,0.379513693,33.8,-5736.439986,33.8,203.039826
33.81,-8.757564884,33.81,0.357490601,33.81,-9.297751129,33.81,0.379541423,33.81,-4974.296854,33.81,203.0546613
33.82,-7.39129662,33.82,0.357512928,33.82,-7.847208374,33.82,0.379565127,33.82,-4198.25648,33.82,203.0673432
33.83,-6.107519165,33.83,0.35753156,33.83,-6.484244646,33.83,0.379584909,33.83,-3469.070886,33.83,203.0779261
33.84,-5.265852636,33.84,0.357547101,33.84,-5.590662237,33.84,0.379601409,33.84,-2991.004297,33.84,203.0867536
33.85,-5.175104711,33.85,0.357561457,33.85,-5.494316778,33.85,0.379616649,33.85,-2939.459476,33.85,203.0949074
33.86,-5.638859272,33.86,0.357576397,33.86,-5.98667676,33.86,0.379632511,33.86,-3202.872067,33.86,203.1033932
33.87,-6.521163381,33.87,0.357593266,33.87,-6.923403365,33.87,0.379650421,33.87,-3704.0208,33.87,203.1129753
33.88,-7.689314308,33.88,0.357613027,33.88,-8.163608461,33.88,0.379671401,33.88,-4367.530527,33.88,203.1241993
33.89,-9.308794896,33.89,0.357636784,33.89,-9.882982245,33.89,0.379696623,33.89,-5287.395501,33.89,203.1376932
33.9,-10.25689515,33.9,0.357664176,33.9,-10.88956345,33.9,0.379725704,33.9,-5825.916445,33.9,203.1532518
33.91,-10.75282455,33.91,0.357693434,33.91,-11.41608289,33.91,0.379756767,33.91,-6107.604344,33.91,203.1698704
33.92,-10.91951813,33.92,0.357723654,33.92,-11.5930585,33.92,0.379788852,33.92,-6202.2863,33.92,203.1870357
33.93,-10.57220834,33.93,0.357753606,33.93,-11.22432586,33.93,0.379820651,33.93,-6005.014336,33.93,203.2040485
33.94,-9.907693275,33.94,0.35778203,33.94,-10.51882202,33.94,0.379850828,33.94,-5627.56978,33.94,203.2201932
33.95,-9.418983515,33.95,0.357808757,33.95,-9.999967545,33.95,0.379879203,33.95,-5349.982636,33.95,203.2353737
33.96,-8.94577012,33.96,0.357834288,33.96,-9.497565286,33.96,0.37990631,33.96,-5081.197428,33.96,203.2498756
33.97,-8.081379361,33.97,0.357857982,33.97,-8.579856967,33.97,0.379931465,33.97,-4590.223477,33.97,203.263334
33.98,-6.888715362,33.98,0.35787874,33.98,-7.313626777,33.98,0.379953504,33.98,-3912.790326,33.98,203.2751246
33.99,-5.549595622,33.99,0.357895932,33.99,-5.891907127,33.99,0.379971756,33.99,-3152.170313,33.99,203.2848895
34,-4.336773765,34,0.357909528,34,-4.604275699,34,0.379986191,34,-2463.287499,34,203.2926121
34.01,-3.305086442,34.01,0.357920039,34.01,-3.508951587,34.01,0.37999735,34.01,-1877.289099,34.01,203.2985824
